Nome,Preço,URL
Pedal BASS+ PREAMP DA FURHMANN,R$ 450,https://www.facebook.com/marketplace/item/674046834562867/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick RockBass Corvette 5 cordas/ COM CAPA R$3.350 / SEM CAPA R$3.200,Gratuito,https://www.facebook.com/marketplace/item/1323034051593152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo baixo condor XB-24A,R$ 815,https://www.facebook.com/marketplace/item/473335615002829/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 4 Cordas,R$ 550,https://www.facebook.com/marketplace/item/1363411404443935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Padal BASS ATTACK HARTKE,R$ 800,https://www.facebook.com/marketplace/item/908578623711716/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Par de captadores Vintage 60s Jazz Bass Perfect Tone Custom Shop novos na caixa - nunca instalados!,R$ 700,https://www.facebook.com/marketplace/item/1222905011938995/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Studebaker Precision buterscotch,R$ 2.700,https://www.facebook.com/marketplace/item/712078397012870/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,R$ 900,https://www.facebook.com/marketplace/item/3461886344083039/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Giannini Stratosonic Caps Emg Select Usado,R$ 1.899,https://www.facebook.com/marketplace/item/3447424285475658/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Tagima,R$ 111.111,https://www.facebook.com/marketplace/item/833868741090690/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CONTRABAIXO + AMPLIFICADOR VOX,R$ 2.750,https://www.facebook.com/marketplace/item/712107537018822/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,R$ 420,https://www.facebook.com/marketplace/item/1301881600390940/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Music Man HH Stingray 5,R$ 13.300,https://www.facebook.com/marketplace/item/501211365552949/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Marcus Miller Sire V7 2 Geração 5 Cordas,R$ 5.800,https://www.facebook.com/marketplace/item/1322933975217831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima TJB4,R$ 1.500,https://www.facebook.com/marketplace/item/1300457330737219/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Music Man Sub 5 Bass 5c EUA - Trocas,R$ 6.900,https://www.facebook.com/marketplace/item/542893191247745/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo yamaha precision 1979,R$ 5.000,https://www.facebook.com/marketplace/item/712099313931822/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Passivo,Gratuito,https://www.facebook.com/marketplace/item/717924896412118/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo PJ Walker Elevation ( Preço negociável ),R$ 750,https://www.facebook.com/marketplace/item/1249990772269378/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo bass mateoro star black15 240wats,R$ 2.800,https://www.facebook.com/marketplace/item/214502861137526/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ibanez Sdgr Sr600 (Passivo)Gotoh 4 Cordas Japão (Usado) (Não Entrego - Não Envio),R$ 2.500,https://www.facebook.com/marketplace/item/1445843656181637/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Bass Antera BX 150,R$ 2.000,https://www.facebook.com/marketplace/item/1829600797411235/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CONTRA BAIXO TAGIMA TW 73 REGULADO,R$ 1.499,https://www.facebook.com/marketplace/item/992409752130113/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Marcus miller Fender Jazz bass japonês cap Bartolini,R$ 10.900,https://www.facebook.com/marketplace/item/1231968731063082/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima,R$ 1.100,https://www.facebook.com/marketplace/item/1877100445958759/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Highway One american Jazz Bass sunburst 2003 com hardcase aceito troca,R$ 10.500,https://www.facebook.com/marketplace/item/1108494323113088/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Telecaster bass 1973,R$ 17.000,https://www.facebook.com/marketplace/item/957615268928933/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Condor 5 cordas ativo,R$ 1.600,https://www.facebook.com/marketplace/item/1424157774782152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Precision USA 2007,R$ 11.500,https://www.facebook.com/marketplace/item/1159339218108505/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cort curbow 5 cordas Ativo,R$ 2.300,https://www.facebook.com/marketplace/item/1214486966129400/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Contrabaixo Vogga Seminovo, troco em mic sem fio",R$ 700,https://www.facebook.com/marketplace/item/222929413564732/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador De Contra Baixo Warm Music BASS pro 80w Rms,R$ 650,https://www.facebook.com/marketplace/item/541072168012697/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Instrumentos,Gratuito,https://www.facebook.com/marketplace/item/1259319398003167/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Tagima Xb21,R$ 700,https://www.facebook.com/marketplace/item/1297161604230674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo rock Bass streamer 5 cordas Warwyck ativo analizo trocas,R$ 3.150,https://www.facebook.com/marketplace/item/1840647109638843/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo 6 cordas Hyundai,R$ 800,https://www.facebook.com/marketplace/item/1895692790770225/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo washburn flatlees,R$ 700,https://www.facebook.com/marketplace/item/3331024357120897/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo fender Southern cross 90 modelo Jass bass som de estúdio espetacular,R$ 3.800,https://www.facebook.com/marketplace/item/730547485380673/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão Rozini,R$ 1.500,https://www.facebook.com/marketplace/item/1222054858701145/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima TW-65,R$ 900,https://www.facebook.com/marketplace/item/1299537693943083/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Memphis TB440,R$ 800,https://www.facebook.com/marketplace/item/735688951422875/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender American Standard AMERICANO (1996),R$ 9.800,https://www.facebook.com/marketplace/item/241342754957287/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CONTRABAIXO CONDOR SIGNATURE FELIPE ANDREOLLI (ANGRA),R$ 4.500,https://www.facebook.com/marketplace/item/1228128044459690/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo 4 cordas elétrico Marca Menphis,Gratuito,https://www.facebook.com/marketplace/item/777457773495325/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixo Cort GB24 ""Music Man""",$ 1.950,https://www.facebook.com/marketplace/item/919567229076101/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Preamp DSM & Humbolt bass simplifier,R$ 2.000,https://www.facebook.com/marketplace/item/705964150920119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ampeg BA115 **Não aceita trocas** (Somente venda),R$ 4.000,https://www.facebook.com/marketplace/item/703244994809519/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Austin e cubo Voxtorm 30w,R$ 899,https://www.facebook.com/marketplace/item/714896029844900/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Set de contrabaixo,R$ 5.000,https://www.facebook.com/marketplace/item/2002634426780029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo Hartke KB12,R$ 4.900,https://www.facebook.com/marketplace/item/1048998119391842/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima 6 Cordas,R$ 3.900,https://www.facebook.com/marketplace/item/244370511363889/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo combo para contrabaixo.,R$ 900,https://www.facebook.com/marketplace/item/2423137501169115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Hartcke LH500 cabeçote de bass 500 watts,R$ 3.690,https://www.facebook.com/marketplace/item/1354917965290618/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Módulo 400rms Bass,R$ 250,https://www.facebook.com/marketplace/item/525342583027620/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Caixa Amplificadora Para Baixo,R$ 200,https://www.facebook.com/marketplace/item/1343045992936168/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CUBO BASS,R$ 1,https://www.facebook.com/marketplace/item/520655566918782/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão Shelter 4 Cordas,R$ 1.000,https://www.facebook.com/marketplace/item/1442585259811392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cabeçote Amplificador Orange Terror Bass 500w para Baixo c/ Bag,R$ 4.500,https://www.facebook.com/marketplace/item/962752431796642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra Groovin,R$ 950,https://www.facebook.com/marketplace/item/722880022554045/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Peavey Classic Chorus Made in USA 2x12,R$ 1.999,https://www.facebook.com/marketplace/item/222492643675619/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal MXR EVH 5150 overdrive,R$ 1.200,https://www.facebook.com/marketplace/item/980638790011958/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Mesa Boogie Dual Rectifier + Caixa 2x12 Eminence legend,$ 12.500,https://www.facebook.com/marketplace/item/1398017594285632/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Fender Blues Jr lV,R$ 5.490,https://www.facebook.com/marketplace/item/1354788068694419/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass,R$ 3.800,https://www.facebook.com/marketplace/item/497696812368525/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Precision Bass Classic 50,R$ 9.000,https://www.facebook.com/marketplace/item/5480034272098222/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Vdo/troco baixo strimberg jazz bass, regulado,passivo, timbre excelente, pegar e tocar.",R$ 799,https://www.facebook.com/marketplace/item/1497446257453668/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cort GB 35 JJ (JAZZ BASS ATIVO),R$ 2.025,https://www.facebook.com/marketplace/item/233708419150364/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 5 cordas,R$ 750,https://www.facebook.com/marketplace/item/635218708434276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Condor Vermelho Suns Burst,R$ 1.100,https://www.facebook.com/marketplace/item/2997845870511686/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass,$ 10.500,https://www.facebook.com/marketplace/item/1295493397667003/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Classic Vibe 60 Precision Bass By Fender Com Case KGB,R$ 4.000,https://www.facebook.com/marketplace/item/813805137130434/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Precision Luthier (aceito trocas),R$ 1.700,https://www.facebook.com/marketplace/item/1214633175924565/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Deoliveira Dream Jazz Bass 6 Cordas,Gratuito,https://www.facebook.com/marketplace/item/586530656762723/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX Circuito DeOliveira.,$ 3.000,https://www.facebook.com/marketplace/item/1061854474773875/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Phx Bass 5 cordas Premium,R$ 1.790,https://www.facebook.com/marketplace/item/1305717726651041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Captadores Jazz Bass Set Neck and Bridge Tagima,R$ 400,https://www.facebook.com/marketplace/item/1460460194790334/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo jazz Bass,R$ 1.500,https://www.facebook.com/marketplace/item/912014483177384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
SEM TROCAS Vendo Baixo Aria Pro ll Rsb Series “Japonês” anos 80,R$ 2.500,https://www.facebook.com/marketplace/item/1494133717777711/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Vintage Modified Precision Bass Butterscotch Blonde C/ Seymour Duncan,R$ 3.799,https://www.facebook.com/marketplace/item/1648785905634333/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX Jazz Bass Standard,R$ 1.600,https://www.facebook.com/marketplace/item/727975035547370/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 5 Cordas Tagima Tjb 5,R$ 1.399,https://www.facebook.com/marketplace/item/698444305084223/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Tagima TJB-4 PRETO,R$ 1.250,https://www.facebook.com/marketplace/item/1385105355397870/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo elétrico Precision Bass Studebaker Cruiser Plus novo,R$ 3.499,https://www.facebook.com/marketplace/item/498015285834020/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo Briton Clássico Bass 80,$ 400,https://www.facebook.com/marketplace/item/599273142037564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo troco ou vendo,Gratuito,https://www.facebook.com/marketplace/item/582810187144365/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick Rockbass 5 cordas,R$ 3.000,https://www.facebook.com/marketplace/item/1561311160982007/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Precision Bass 78,R$ 19.800,https://www.facebook.com/marketplace/item/598010048687470/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Giannini Stratosonic 1991,R$ 900,https://www.facebook.com/marketplace/item/1596564874092920/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass squier,R$ 3.100,https://www.facebook.com/marketplace/item/2982346818726660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Dmark Omega 5,R$ 4.500,https://www.facebook.com/marketplace/item/907785254010075/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Sire V7 [Trocas],R$ 6.800,https://www.facebook.com/marketplace/item/3446192622283989/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo 5 Cordas Memphis Tagima,R$ 690,https://www.facebook.com/marketplace/item/1372474293332945/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
ATENÇÃO: Golpe Baixo fender jazz bass 1999 preto,R$ 1,https://www.facebook.com/marketplace/item/899926941258740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Somente Trocas - Baixo Yamaha BB 615 -LEIA O ANÚNCIO,R$ 4.200,https://www.facebook.com/marketplace/item/584675856860957/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo fender,R$ 8.000,https://www.facebook.com/marketplace/item/3344797742472958/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick Corvete Rock Bass,R$ 2.400,https://www.facebook.com/marketplace/item/774815407039655/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Hofner Viola Bass 2018,R$ 2.500,https://www.facebook.com/marketplace/item/1830990797293994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Marcus Replica Chinesa,$ 2.200,https://www.facebook.com/marketplace/item/1148104062530874/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra-baixo Tagima TBM5,R$ 1.350,https://www.facebook.com/marketplace/item/452708023732245/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Menphis TAGIMA 5 Cordas,R$ 800,https://www.facebook.com/marketplace/item/679308600547949/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo OLP Music Man Preto Relicado,R$ 2.990,https://www.facebook.com/marketplace/item/2364815130353061/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Circuito Elétrica Jazz Bass Capacitor A Óleo Russo + Knobs,R$ 450,https://www.facebook.com/marketplace/item/893175095269121/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass Americano Impecável - Com Case,$ 10.500,https://www.facebook.com/marketplace/item/687294843183074/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo made in Japan anos 90,R$ 2.500,https://www.facebook.com/marketplace/item/888205215951273/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Precision Encore 1993-94,R$ 1.700,https://www.facebook.com/marketplace/item/535177808797617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Olp 5 cordas,R$ 3.200,https://www.facebook.com/marketplace/item/906848747191899/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass Japan (Vintage),R$ 7.990,https://www.facebook.com/marketplace/item/889065325696678/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo studebacker hawkman bass,R$ 4.490,https://www.facebook.com/marketplace/item/1287933931751208/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Meteoro RX 100 Amplificador Bass,R$ 990,https://www.facebook.com/marketplace/item/738141264449195/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ibanez N427,R$ 1.200,https://www.facebook.com/marketplace/item/5390850171019728/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Tarraxas Baixo Bass jazz,R$ 65,https://www.facebook.com/marketplace/item/1015888459373956/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Tagima Millenium 5 cordas com case,R$ 1.700,https://www.facebook.com/marketplace/item/851130219355232/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
